"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.558795022E1,-1.200000572E1,2.773580551E0,-3.483650684E0
1.560729350E1,-1.227278709E1,3.869493246E0,-4.022035599E0
1.562663683E1,-9.099904060E0,3.278466225E0,-2.694019079E0
1.564598011E1,-6.853044033E0,2.208874464E0,-2.413759828E-1
1.566532339E1,-5.864808083E0,1.033998489E0,1.134497046E0
1.568466673E1,-5.134997368E0,1.397707582E0,1.577169180E0
1.570401001E1,-5.084748268E0,2.917150021E0,1.636989832E0
1.572335329E1,-5.647061348E0,4.494019985E0,2.199303150E0
1.574269657E1,-6.345765591E0,4.867300510E0,7.803592682E-1
1.576203990E1,-6.941578388E0,5.470291615E0,-2.019243240E0
1.578138319E1,-6.623332977E0,7.138089180E0,-1.700997829E0
1.580072647E1,-6.199803352E0,8.674281120E0,-4.758726060E-1
1.582006975E1,-4.567898273E0,9.849157333E0,-9.664012194E-1
1.583941308E1,-4.532006264E0,1.078953648E1,-3.478864908E0
1.585875636E1,-5.917450428E0,1.164855957E1,-5.340480804E0
1.587809964E1,-6.881757736E0,1.046411228E1,-3.608077526E0
1.589744293E1,-6.386443615E0,8.202895164E0,-8.778668046E-1
1.591678626E1,-4.603790760E0,7.934898853E0,-1.021436214E0
1.593612954E1,-4.479363918E0,9.779765129E0,-1.906780601E0
1.595547282E1,-5.907878876E0,1.212233829E1,-8.898309469E-1
1.597481615E1,-2.297109663E-1,1.161505985E1,-1.265204996E-1
1.599415944E1,-1.698904037E-1,1.112931728E1,-1.102792144E0
1.601350272E1,-3.543770313E0,9.736694336E0,-1.421037555E0
1.603284600E1,-3.067598581E0,8.590532303E0,-1.916351795E0
1.605218933E1,-2.455035925E0,8.652746201E0,-2.895016193E0
1.607153261E1,-2.713460922E0,8.497212410E0,-3.706183195E0
1.609087589E1,-1.320838094E0,8.432605743E0,-1.756032705E0
1.611021918E1,4.211367965E-1,9.126524925E0,-8.324031830E-1
1.612956251E1,1.301695466E0,9.834799767E0,-1.198505044E0
1.614890579E1,1.215553880E0,1.022961617E1,-9.544371367E-1
1.616824907E1,5.407779217E-1,1.005972576E1,-1.476072431E0
1.618759235E1,1.435693540E-2,9.538089752E0,-1.990529299E0
1.620693563E1,1.866401732E-1,9.368199348E0,-2.062314034E0
1.622627897E1,-9.332008660E-2,9.483055115E0,-1.904387712E0
1.624562225E1,-4.019941986E-1,9.466305733E0,-1.880459547E0
1.626496553E1,-2.536391914E-1,9.509376526E0,-1.770389676E0
1.628430881E1,-1.148554832E-1,9.305986404E0,-1.832603097E0
1.630365214E1,1.914258115E-2,9.310771942E0,-1.681855202E0
1.632299543E1,-2.344966233E-1,9.681659698E0,-2.019243240E0
1.634233871E1,-5.503492057E-2,9.547661781E0,-2.421237469E0
1.636168199E1,8.111668825E-1,9.274879456E0,-1.789532185E0
1.638102532E1,9.499505758E-1,9.681659698E0,-1.521536112E0
1.640036860E1,1.962114573E-1,9.655338287E0,-2.414058924E0
1.641971188E1,-9.810572863E-2,9.432806015E0,-2.059921265E0
1.643905517E1,-3.349951804E-1,9.217452049E0,-1.789532185E0
1.645839845E1,-1.938186288E-1,9.289237022E0,-2.119741678E0
1.647774178E1,2.632105052E-1,9.528518677E0,-1.909173369E0
1.649708506E1,3.493520916E-1,9.638588905E0,-1.784746647E0
1.651642834E1,2.297109663E-1,9.368199348E0,-2.026421785E0
1.653577162E1,2.823530734E-1,9.248558998E0,-2.179562330E0
1.655511496E1,3.493520916E-1,9.554840088E0,-1.971386790E0
1.657445824E1,1.411765367E-1,9.614660263E0,-2.337488651E0
1.659380152E1,1.914258152E-1,9.382556915E0,-2.186740875E0
1.661314480E1,1.579262912E-1,8.966205597E0,-2.038385868E0
1.663248813E1,9.044869542E-1,9.456734657E0,-1.925923109E0
1.665183142E1,8.063812256E-1,9.760622978E0,-1.528714538E0
1.667117470E1,9.643075466E-1,9.432806015E0,-1.789532185E0
1.669051798E1,1.940579176E0,9.219844818E0,-1.083649516E0
1.670986126E1,2.464607239E0,9.497411728E0,-1.167398334E0
1.672920459E1,2.151147604E0,9.897013664E0,-1.801496387E0
1.674854787E1,1.122233868E0,9.942477226E0,-1.832603097E0
1.676789115E1,1.651047617E-1,9.392127991E0,-1.626820326E0
1.678723444E1,5.862415433E-1,9.186345100E0,-9.927222729E-1
1.680657772E1,1.129412293E0,9.406484604E0,-1.081256747E0
1.682592105E1,1.442872047E0,9.700801849E0,-1.720140338E0
1.684526433E1,1.598405480E0,9.736694336E0,-1.468894005E0
1.686460761E1,1.253839016E0,9.497411728E0,-1.724925995E0
1.688395089E1,9.020941257E-1,9.253344536E0,-1.377966762E0
1.690329423E1,1.086341500E0,9.495018959E0,-1.066899776E0
1.692263751E1,1.088734269E0,9.925727844E0,-1.339681625E0
1.694198079E1,7.992027402E-1,9.562018394E0,-1.964208245E0
1.696132407E1,1.481157184E0,9.217452049E0,-1.138684511E0
1.698066735E1,1.840080619E0,9.772586823E0,-6.529414654E-1
1.700001069E1,8.374879360E-1,9.691230774E0,-1.756032705E0
1.701935397E1,6.963114142E-1,9.521340370E0,-1.468894005E0
1.703869725E1,7.537391186E-1,9.418449402E0,-7.319046259E-1
1.705804053E1,7.465606928E-1,9.521340370E0,-1.241575837E0
1.707738381E1,1.093519926E0,9.916155815E0,-1.299003601E0
1.709672709E1,1.201196909E0,9.588339806E0,-8.395816684E-1
1.711607042E1,1.150947690E0,9.344271660E0,-7.390831113E-1
1.713541371E1,6.125625968E-1,9.801301003E0,-1.384846121E-1
1.715475699E1,-4.905286431E-1,9.731908798E0,-9.903294444E-1
1.717410027E1,-3.589234054E-1,9.552447319E0,-5.333003402E-1
1.719344360E1,-2.153540403E-2,9.052347183E0,-1.405783277E-2
1.721278688E1,-3.924229145E-1,9.298808098E0,-2.557329237E-1
1.723213016E1,-1.095912814E0,1.002861881E1,-1.645065658E-2
1.725147345E1,-1.062413216E0,9.655338287E0,1.725823283E-1
1.727081673E1,-3.828516304E-1,9.238986969E0,4.142574072E-1
1.729016001E1,-1.435693651E-1,9.442377090E0,-5.500500798E-1
1.730950334E1,-5.503492355E-1,9.770194054E0,-6.529414654E-1
1.732884662E1,-5.359922647E-1,9.758230209E0,4.381856322E-1
1.734818990E1,-3.972085714E-1,9.258130074E0,2.682952285E-1
1.736753319E1,-9.571290575E-3,9.585947037E0,1.127617657E-1
1.738687647E1,4.881358147E-1,9.705587387E0,1.606182158E-1
1.740621975E1,1.337587833E0,9.277272224E0,2.156531364E-1
1.742556308E1,2.148754835E0,9.423234940E0,6.415755749E-1
1.744490636E1,2.120040894E0,9.937691689E0,9.837492108E-1
1.746424964E1,1.856830359E0,9.846764565E0,9.000003934E-1
1.748359292E1,2.148754835E0,9.557232857E0,9.550353289E-1
1.750293621E1,2.524427891E0,9.322735786E0,9.430712461E-1
1.752227954E1,2.754138947E0,9.679266930E0,7.779664397E-1
1.754162282E1,2.299502611E0,9.813264847E0,4.836492836E-1
1.756096610E1,1.935793519E0,9.734301567E0,3.089732230E-1
1.758030938E1,9.499505758E-1,9.638588905E0,3.975076675E-1
1.759965266E1,1.124626622E-1,9.399306297E0,7.205387354E-1
1.761899595E1,1.028913707E-1,9.428020477E0,5.171487927E-1
1.763833928E1,-4.785645381E-2,9.806086540E0,4.357928336E-1
1.765768256E1,-5.742774606E-1,9.609874725E0,1.989033818E-1
1.767702584E1,-8.327022791E-1,9.432806015E0,2.802593410E-1
1.769636912E1,-8.685946465E-1,9.518947601E0,3.041875660E-1
1.771571240E1,-9.571290575E-3,9.593125343E0,1.821536273E-1
1.773505569E1,8.494520187E-1,9.715159416E0,6.798607111E-1
1.775439902E1,1.213161111E0,9.796515465E0,7.301099896E-1
1.777374230E1,1.265803218E0,9.717552185E0,2.970091105E-1
1.779308558E1,5.910272002E-1,9.569196701E0,1.319043487E-1
1.781242886E1,-2.368894368E-1,9.631410599E0,3.017947674E-1
1.783177214E1,-3.349951804E-1,9.538089752E0,4.668995142E-1
1.785111542E1,-1.052841991E-1,9.540482521E0,8.641080856E-1
1.787045876E1,-2.608176768E-1,9.710372925E0,9.598209858E-1
1.788980204E1,-2.464607358E-1,9.679266930E0,5.362913609E-1
1.790914532E1,8.135596663E-2,9.638588905E0,4.716851711E-1
1.792848860E1,-8.135596663E-2,9.585947037E0,2.730808854E-1
1.794783188E1,-7.657032460E-2,9.581160545E0,2.850449979E-1
1.796717516E1,1.172483116E-1,9.717552185E0,5.171487927E-1
1.798651845E1,2.392822653E-1,9.638588905E0,4.022932947E-1
1.800586178E1,3.948157430E-1,9.607481956E0,5.889334679E-1
1.802520506E1,3.852444589E-1,9.578767776E0,4.262215197E-1
1.804454834E1,2.368894368E-1,9.693623543E0,4.022932947E-1
1.806389162E1,-2.488535494E-1,9.638588905E0,4.884349108E-1
1.808323490E1,-1.196411327E-1,9.516554832E0,5.386841893E-1
1.810257819E1,1.244267747E-1,9.631410599E0,7.492526174E-1
1.812192147E1,2.440679073E-1,9.722337723E0,5.961119533E-1
1.814126480E1,2.871387079E-2,9.748658180E0,5.482555032E-1
1.816060808E1,-4.307080805E-1,9.559625626E0,4.070789516E-1
1.817995136E1,-4.474578202E-1,9.557232857E0,5.195416212E-1
1.819929464E1,-2.105683982E-1,9.602696419E0,4.477569461E-1
1.821863792E1,3.110669367E-2,9.681659698E0,4.357928336E-1
1.823798121E1,5.503492057E-2,9.688838005E0,5.841478109E-1
1.825732449E1,3.589234129E-2,9.629017830E0,4.812564552E-1
1.827666782E1,-2.871387079E-2,9.581160545E0,5.362913609E-1
1.829601110E1,3.349951655E-2,9.619445801E0,5.626124144E-1
1.831535438E1,1.220339537E-1,9.707980156E0,4.310071766E-1
1.833469766E1,5.742774159E-2,9.712766647E0,6.080760360E-1
1.835404095E1,-1.028913707E-1,9.619445801E0,5.745765567E-1
1.837338423E1,-6.460621208E-2,9.638588905E0,5.243272781E-1
1.839272751E1,1.698904037E-1,9.684052467E0,5.267201066E-1
1.841207084E1,1.746760458E-1,9.650552750E0,3.352942765E-1
1.843141412E1,2.057827413E-1,9.672088623E0,5.267201066E-1
1.845075740E1,2.656033039E-1,9.626625061E0,7.540382147E-1
1.847010069E1,2.033899277E-1,9.597910881E0,7.301099896E-1
1.848944397E1,3.349951655E-2,9.691230774E0,6.176473498E-1
1.850878725E1,-1.268195957E-1,9.657731056E0,4.190430641E-1
1.852813053E1,-8.614161611E-2,9.597910881E0,4.764707983E-1
1.854747386E1,1.148554832E-1,9.569196701E0,5.673980713E-1
1.856681714E1,2.416750938E-1,9.636196136E0,6.200401783E-1
1.858616043E1,2.153540403E-2,9.751050949E0,7.492526174E-1
1.860550371E1,-3.134597540E-1,9.602696419E0,6.439684033E-1
1.862484699E1,-3.852444589E-1,9.485447884E0,7.157530785E-1
1.864419027E1,-2.703889608E-1,9.552447319E0,6.702894568E-1
1.866353355E1,-1.435693540E-2,9.684052467E0,5.315057039E-1
1.868287683E1,1.986042857E-1,9.698409081E0,4.908277392E-1
1.870222011E1,1.986042857E-1,9.638588905E0,5.961119533E-1
1.872156345E1,1.148554832E-1,9.607481956E0,7.660023570E-1
1.874090673E1,9.332008660E-2,9.691230774E0,7.731808424E-1
1.876025001E1,9.810572863E-2,9.657731056E0,5.386841893E-1
1.877959329E1,3.589234129E-2,9.617053032E0,4.645066857E-1
1.879893657E1,-5.742774159E-2,9.631410599E0,5.123631358E-1
1.881827985E1,1.100698411E-1,9.638588905E0,4.692923427E-1
1.883762313E1,1.651047617E-1,9.667302132E0,5.458626747E-1
1.885696642E1,-9.571290575E-3,9.686445236E0,5.697908998E-1
1.887630975E1,-7.657032460E-2,9.629017830E0,5.697908998E-1
1.889565303E1,-3.589234129E-2,9.595518112E0,5.745765567E-1
1.891499631E1,1.651047617E-1,9.660123825E0,7.277171612E-1
1.893433959E1,3.972085714E-1,9.722337723E0,6.846463680E-1
1.895368287E1,3.493520916E-1,9.717552185E0,4.980062246E-1
1.897302615E1,1.411765367E-1,9.652945518E0,5.195416212E-1
1.899236944E1,-1.076770201E-1,9.631410599E0,5.889334679E-1
1.901171272E1,-1.435693651E-1,9.617053032E0,5.195416212E-1
1.903105600E1,-9.571290575E-3,9.624231339E0,4.740779996E-1
1.905039928E1,4.067798331E-2,9.631410599E0,5.410770178E-1
1.906974256E1,5.264209956E-2,9.669695854E0,5.554339290E-1
1.908908589E1,4.067798331E-2,9.648159981E0,5.626124144E-1
1.910842918E1,8.853443712E-2,9.626625061E0,6.296114326E-1
1.912777246E1,1.627119333E-1,9.643374443E0,5.626124144E-1
1.914711574E1,1.531406492E-1,9.679266930E0,6.535396576E-1
1.916645902E1,7.417750359E-2,9.631410599E0,6.128616929E-1
1.918580230E1,6.460621208E-2,9.617053032E0,5.626124144E-1
1.920514558E1,6.460621208E-2,9.638588905E0,4.621138871E-1
1.922448886E1,-7.178467698E-3,9.669695854E0,5.051847100E-1
1.924383220E1,1.746760458E-1,9.966405869E0,-3.227319419E-1
1.926317548E1,1.363908947E-1,9.571589470E0,1.242174029E0
1.928251876E1,-1.674975902E-1,9.009276390E0,2.031805515E0
1.930186204E1,-2.727817893E-1,9.399306297E0,1.263709426E0
